name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
Sørtedam Soerne: 78m2 apartment with lake view,,Nrrebro,55.68907,12.56413,Entire home/apt,1115.0,10,0,,1,237,0,
Cozy room. Close to the metro and city,,sterbro,55.70674,12.57616,Private room,233.0,2,35,2.22,2,0,28,
"Cozy room, very central",,Indre By,55.68313,12.57882,Private room,1500.0,1,0,,1,0,0,
IVORY TOWER,,Brnshj-Husum,55.71841,12.48477,Private room,124.0,90,0,,1,0,0,
Stylish Nørrebro experience - 5 steps from metro,,Nrrebro,55.68878,12.54155,Entire home/apt,1600.0,1,20,3.59,1,106,20,
Perfect place with all amenities,,Vanlse,55.69328,12.48353,Entire home/apt,625.0,3,23,1.7,1,181,21,
Apartment in the famous Nyhavn - close to Metro 🚇,,Indre By,55.68159,12.5906,Entire home/apt,1188.0,4,50,2.43,1,0,37,
Condo close to Little Mermaid by city center,,sterbro,55.6998,12.59505,Entire home/apt,1443.0,3,22,1.07,1,40,14,
Skøn lejlighed på Indre Nørrebro,,Nrrebro,55.69018,12.56145,Entire home/apt,1200.0,2,7,0.95,1,273,7,
The Grey Dane - Young Professional Housing,,Bispebjerg,55.70817,12.53129,Private room,357.0,30,7,0.37,4,268,5,
2 room apartment in great location,,Amager st,55.66359,12.60795,Entire home/apt,1280.0,2,16,0.77,1,364,10,
"New apartment close to City, Airport, Public trans",,Amager st,55.64897,12.61796,Entire home/apt,561.0,1,77,3.78,1,281,69,
Beautiful apartment in Østerbro Copenhagen,,sterbro,55.70321,12.58427,Entire home/apt,471.0,4,13,0.96,1,24,11,
Located central in CPH close to green areas,,Nrrebro,55.70522,12.55011,Private room,350.0,2,1,0.05,1,0,0,
Cosy and charming apartment in Vesterbro,,Vesterbro-Kongens Enghave,55.66505813598633,12.541976928710938,Entire home/apt,1500.0,2,23,1.5,1,86,15,
Skønt 1-plans familie hus i Hellerup,,sterbro,55.7278,12.56993,Entire home/apt,1200.0,7,0,,1,0,0,
Amazing view overlooking Kings Garden!,,Indre By,55.68531,12.58385,Entire home/apt,2186.0,2,10,0.49,2,355,5,
Lovely Nørrebro - The Heart of it!,,Nrrebro,55.69199,12.56481,Entire home/apt,2446.0,2,1,0.27,8,83,1,
Luxury apartment best location Downtown Copenhagen,,Indre By,55.67209,12.59153,Entire home/apt,1535.0,3,9,0.57,2,358,6,
Great apartment Islands brygge. Private parking,,Amager Vest,55.66808,12.57995,Entire home/apt,14000.0,4,4,0.2,1,180,0,
Fantastic apartment super central in Copenhagen,,Indre By,55.67746,12.58054,Entire home/apt,5000.0,6,0,,2,110,0,
Modern apartment in Islands Brygge CPH,,Amager Vest,55.66619,12.58243,Entire home/apt,1100.0,2,5,1.26,1,54,5,
Hyggelig og nyistandsat 2-værelses lejlighed,,Brnshj-Husum,55.70516,12.49599,Entire home/apt,500.0,2,0,,1,0,0,
2 storey penthouse with balcony - close to Metro,,Frederiksberg,55.68869,12.52959,Entire home/apt,1214.0,2,3,0.2,2,163,2,
Unique Architect-Designed Home close to CityCentre,,Amager st,55.65878,12.62348,Entire home/apt,2500.0,5,0,,1,0,0,
Full apartment for rent near the City Center,,Amager st,55.66135,12.60487,Entire home/apt,800.0,3,6,0.31,1,0,4,
The Makeover,,Bispebjerg,55.70967,12.52944,Private room,349.0,8,5,0.31,4,365,3,
Green Copenhagen - Perfect for Young Professional,,Bispebjerg,55.70802,12.52919,Private room,359.0,30,3,0.16,4,337,1,
Vesterbo - close to main station and Meatpack dist,,Vesterbro-Kongens Enghave,55.66655,12.55752,Entire home/apt,1500.0,9,0,,1,333,0,
The Bohemian Penthouse in Copenhagen,,Indre By,55.6828,12.56368,Entire home/apt,1400.0,3,7,0.42,1,0,1,
Manhattan of Copenhagen,,Amager Vest,55.66046,12.56869,Entire home/apt,672.0,3,0,,1,0,0,
Exclusive duplex penthouse in the heart of Cph,,Indre By,55.68642,12.58312,Entire home/apt,2400.0,7,0,,1,0,0,
Cosy apartment in Vesterbro,,Vesterbro-Kongens Enghave,55.66439,12.54001,Entire home/apt,900.0,4,16,0.85,1,0,4,
"Solrig, lækker, tiptop lejlighed med stor altan",,Frederiksberg,55.67942,12.52217,Entire home/apt,1475.0,3,27,1.49,1,135,18,
Gennemistandsat lejlighed i hjertet af København N,,Nrrebro,55.69318,12.55982,Entire home/apt,1014.0,3,8,0.57,1,295,5,
Great Karma space,,Vesterbro-Kongens Enghave,55.66525,12.55266,Entire home/apt,1200.0,1,0,,2,0,0,
Central Locati,,Nrrebro,55.6929,12.54966,Entire home/apt,600.0,2,6,0.69,1,326,6,
"In the middle of Nordvest, Copenhagen.",,Bispebjerg,55.70172,12.53188,Private room,300.0,1,0,,1,0,0,
Small room beautiful apartment,,Frederiksberg,55.67511,12.53984,Private room,386.0,30,2,0.25,4,365,2,
Zoku Loft - Home/Office Hybrid - Short Stay,,Amager Vest,55.65659,12.59177,Entire home/apt,1485.0,1,3,0.18,6,342,2,
Zoku Loft - Home/Office Hybrid - Long Stay,,Amager Vest,55.65659,12.59186,Entire home/apt,1200.0,1,2,0.15,6,342,1,
Zoku Loft XL - Home/Office Hybrid - Short Stay,,Amager Vest,55.6566,12.5918,Entire home/apt,1643.0,1,1,0.22,6,342,1,
Zoku Loft XL - Home/Office Hybrid - Long Stay,,Amager Vest,55.6566,12.59186,Entire home/apt,1350.0,1,0,,6,342,0,
Colorful loft apartment,,sterbro,55.7132,12.57186,Entire home/apt,500.0,1,6,0.99,1,259,6,
"Lys, smuk lejlighed i hjertet af frederiksberg",,Frederiksberg,55.67657,12.55222,Entire home/apt,500.0,4,16,0.82,1,0,0,
Beautiful top floor apartment with balcony,,Indre By,55.67089,12.59031,Entire home/apt,1190.0,7,0,,1,147,0,
Lejlighed på Østerbro i historiske Brumleby,,sterbro,55.7013,12.5773,Entire home/apt,871.0,2,11,1.12,1,54,11,
Hyggelig lejlighed på Østerbro,,sterbro,55.707136659026574,12.58305548465577,Entire home/apt,999.0,4,8,2.64,1,327,8,
Charmerende Newyorker bylejlighed,,sterbro,55.70438,12.59067,Entire home/apt,1050.0,5,5,1.15,1,84,5,
Hyggelig 2 værelses lejlighed,,sterbro,55.70518603117869,12.578486055135729,Entire home/apt,850.0,4,2,0.78,1,88,2,
Hyggelig lejlighed med sjæl og varme,,Valby,55.65279,12.48775,Entire home/apt,329.0,3,4,0.21,1,0,0,
Beautifully renovated pre war apartment w. balcony,,sterbro,55.71177,12.57351,Entire home/apt,800.0,3,2,0.13,1,0,1,
2 værelses på Frederiksberg,,Frederiksberg,55.68293,12.5042,Entire home/apt,205.0,1,0,,1,0,0,
Cozy and modern home - very central,,Frederiksberg,55.6804,12.54956,Entire home/apt,1000.0,3,4,0.27,1,0,3,
"EVOCATIVE, creative house in The Potato Rows.",,Indre By,55.69171,12.57651,Entire home/apt,2143.0,6,1,0.08,1,237,0,
Hyggelig lejlighed centralt på Amagerbro,,Amager st,55.665597607021446,12.602972338750162,Entire home/apt,1500.0,3,11,4.71,1,19,11,
The White House,,Valby,55.67191,12.48811,Private room,389.0,1,0,,1,116,0,
Single Apartment med kitchenette,,Amager Vest,55.63038,12.57309,Private room,340.0,7,8,0.63,1,163,7,
Penthouse with Private Rooftop Terrace,,Nrrebro,55.68613,12.54891,Entire home/apt,900.0,3,0,,1,0,0,
Skøn lys lejlighed i København,,Valby,55.66225764218651,12.508584135383826,Entire home/apt,650.0,1,2,1.43,1,69,2,
Beautiful Cozy Apartment in NV,,Bispebjerg,55.70882,12.53694,Entire home/apt,617.0,4,19,0.98,1,1,10,
Cozy apartment in Frederiksberg with free parking,,Frederiksberg,55.67061,12.51653,Entire home/apt,729.0,5,13,0.68,1,146,6,
Cosy Apartment in Copenhagen,,sterbro,55.71093,12.56771,Entire home/apt,749.0,2,3,0.2,1,0,0,
Central Furnished Studio+Bikes Netflix & Big Tv,,Nrrebro,55.68681,12.55683,Private room,753.0,4,28,1.48,2,345,21,
Central Studio right at the Metro station,,Nrrebro,55.69901,12.55765,Private room,506.0,4,24,1.29,2,74,16,
SleepCph | 1 Bedroom Hotel Apartment | 24/7 Service,,Amager st,55.665218,12.618895,Entire home/apt,1240.0,1,19,1.26,2,317,15,
SleepCph | Studio Hotel Apartment | 24/7 Service,,Amager st,55.665218,12.618895,Entire home/apt,891.0,1,198,10.48,2,363,150,
Cozy & charming apartment in quiet area,,Vanlse,55.6984,12.52017,Entire home/apt,550.0,4,5,0.3,1,0,4,
Apartment at the beach in Copenhagen,,Amager st,55.66605,12.62702,Entire home/apt,1399.0,2,7,0.5,1,141,4,
Newly renovated oasis in the heart of Nørrebro,,Nrrebro,55.69235,12.55346,Entire home/apt,871.0,1,47,2.56,2,55,41,
"3-room, modern flat close to city center & metro",,Amager Vest,55.65567,12.59772,Entire home/apt,744.0,1,4,0.29,1,224,2,
Frederiksberg Villa apartment with private garden,,Frederiksberg,55.67981,12.50687,Entire home/apt,1500.0,6,2,0.53,1,142,2,
"Central apartment, Frederiksberg.",,Frederiksberg,55.68346,12.52333,Entire home/apt,519.0,2,7,0.37,2,0,0,
"Central, cozy, with great atmosphere, baby bed",,Vesterbro-Kongens Enghave,55.67002,12.55359,Entire home/apt,1779.0,28,9,0.54,1,145,1,
Bright Vesterbro flat - 3 rooms and balcony,,Vesterbro-Kongens Enghave,55.66646,12.55312,Entire home/apt,750.0,2,23,1.22,1,0,14,
"★ Beautiful, Sunny & Peaceful  Apartment in CPH",,Amager Vest,55.65487,12.60248,Entire home/apt,509.0,1,5,0.28,1,30,1,
House with garden 20 min from city center(5 rooms),,Brnshj-Husum,55.70613,12.48821,Entire home/apt,1600.0,5,1,0.07,2,0,0,
"Lyst værelse, 5,6 km fra indre København.",,Vesterbro-Kongens Enghave,55.65085,12.54882,Private room,233.0,1,13,0.87,1,0,0,
Stunning creative luxery oasis in Copenhagen,,Nrrebro,55.70609,12.55545,Entire home/apt,650.0,1,4,0.27,1,0,0,
Great location! and lovely view of the CPH canals,,Indre By,55.66976,12.57993,Entire home/apt,1100.0,4,6,0.41,1,7,5,
A beautiful room in the heart of Nørrebro,,Nrrebro,55.69057,12.56049,Private room,750.0,2,39,2.89,2,57,35,
Light and cosy apartment in trendy Nørrebro,,Nrrebro,55.70007,12.55304,Entire home/apt,900.0,2,8,0.57,2,0,7,
Panoramic Ocean view in the center of Copenhagen,,sterbro,55.70246,12.59168,Entire home/apt,815.0,30,2,0.12,1,0,1,
"Bright 162m2 in the city, right next to metro",,Amager Vest,55.66051,12.60214,Entire home/apt,1499.0,2,1,0.07,1,5,0,
"Room in Frederiksberg C, Copenhagen",,Frederiksberg,55.67992,12.53941,Private room,361.0,3,7,0.53,2,9,6,
Købmagergade - Copenhagen Downtown - Close To Everything - The Pedestrian Area (451-1),,Indre By,55.68223,12.57396,Entire home/apt,1287.0,1,28,1.93,179,103,19,
Homely 2 room Apartment close to Cph. city center,,Bispebjerg,55.71949,12.55305,Entire home/apt,821.0,3,15,1.08,3,22,12,
"Big, bright apartment in central, charming area",,Vesterbro-Kongens Enghave,55.66929,12.55006,Entire home/apt,900.0,2,0,,1,0,0,
Modern apartment with easy access to city center,,Brnshj-Husum,55.70703,12.49093,Entire home/apt,600.0,3,9,0.5,1,0,1,
Penthouse Apartment by the Meat Packaging District,,Vesterbro-Kongens Enghave,55.66965,12.56285,Entire home/apt,650.0,3,0,,1,0,0,
Cozy two-floor flat with big balcony in Østerbro,,sterbro,55.70833,12.57141,Entire home/apt,1000.0,10,8,0.72,2,17,8,
Penthouselejlighed 2.plan med tagterrasse.,,Frederiksberg,55.68464,12.53597,Entire home/apt,2000.0,2,10,0.69,1,4,6,
Cozy Apartment nearby  Frederiksberg Have,,Frederiksberg,55.66909,12.51642,Entire home/apt,1100.0,6,12,0.79,1,137,7,
Room in central Copenhagen,,Nrrebro,55.70397,12.54497,Private room,250.0,1,0,,1,0,0,
Danish living-hygge  på Islands Brygge waterfront,,Amager Vest,55.66236,12.57084,Entire home/apt,2200.0,5,7,0.54,1,109,6,
Cozy apartment in the Heart of the City,,Indre By,55.67801,12.56921,Entire home/apt,986.0,2,16,1.06,2,2,12,
Family-friendly housing close to city and nature,,Brnshj-Husum,55.70753,12.50676,Entire home/apt,850.0,3,1,0.52,1,0,1,
Spacious and modern apartment in the heart of CPH,,sterbro,55.69832,12.58828,Entire home/apt,1000.0,1,9,0.5,1,177,3,
Cozy apartment in the middle of Copenhagen,,Vesterbro-Kongens Enghave,55.66785074583772,12.549263784707342,Entire home/apt,1040.0,2,0,,1,13,0,
Hyggelig og autentisk københavnerlejlighed,,Bispebjerg,55.70613,12.53097,Entire home/apt,700.0,2,1,1.0,1,6,1,
Entire apartment for Vegetarians. Prime location,,Vanlse,55.68584,12.49309,Private room,314.0,1,85,4.66,1,319,60,
"Private, sunny terrace in city center.",,Indre By,55.679901,12.602508,Entire home/apt,1800.0,2,27,2.18,1,178,26,
Cozy apartment close to both city and nature,,Amager Vest,55.66394,12.59868,Entire home/apt,800.0,2,4,0.22,1,0,3,
Modern and nice apartment,,Vesterbro-Kongens Enghave,55.6679,12.55549,Entire home/apt,1000.0,4,0,,1,79,0,
"""Sunny B"" cute apartment in the heart of Vesterbro",,Vesterbro-Kongens Enghave,55.66872,12.55625,Entire home/apt,946.0,3,22,1.21,1,15,13,
"Modern flat close to the beach, shops and cafés",,Amager st,55.6547,12.61259,Entire home/apt,650.0,10,4,0.22,1,64,0,
Bright and cosy room in shared flat in Sluseholmen,,Vesterbro-Kongens Enghave,55.64641,12.55224,Private room,472.0,1,30,2.0,1,9,25,
Solrig penthouse med fire altaner,,Nrrebro,55.68901,12.54638,Entire home/apt,2180.0,4,5,0.38,1,0,4,
Apartment in the center and near metro,,Vesterbro-Kongens Enghave,55.66851,12.55479,Entire home/apt,1000.0,2,8,0.43,1,0,6,
Charmerende Villalejlighed Med Stor Tagterrasse,,Vanlse,55.69046,12.47964,Entire home/apt,899.0,3,3,0.17,1,0,0,
Unik lejlighed med yderst central beliggenhed,,Indre By,55.68163,12.5887,Entire home/apt,2121.0,2,3,0.46,1,251,3,
Very nice and cosy room near Amager beach.,,Amager Vest,55.6446,12.61328,Private room,300.0,3,11,0.73,1,0,5,
Cosy apartment close to Copenhagen centrum,,Frederiksberg,55.68837,12.50581,Entire home/apt,1786.0,2,1,0.61,1,350,1,
Hjemlig og lækker lejlighed midt på Nørrebro,,Nrrebro,55.69044,12.54366,Entire home/apt,850.0,2,10,0.6,1,8,6,
"Cozy design flat, next to Tour De France",,Indre By,55.68081,12.58844,Entire home/apt,2200.0,2,8,0.55,1,0,3,
Lækker lejlighed i Nørrebros hyggeligste gade,,Nrrebro,55.69742,12.54581,Entire home/apt,1400.0,4,17,1.25,1,99,14,
Hyggelig Indre by lejlighed.,,Nrrebro,55.69123,12.55726,Entire home/apt,699.0,4,4,0.21,1,38,2,
Cozy apartment in the heart of Vesterbro | Balcony,,Vesterbro-Kongens Enghave,55.668652,12.546286,Entire home/apt,850.0,5,6,0.42,1,0,3,
Cozy apartment in wonderful Nørrebro,,Nrrebro,55.69899,12.5491,Entire home/apt,700.0,2,17,0.94,1,0,6,
Bright and cozy apartment in the heart of CPH,,Nrrebro,55.69188,12.55762,Entire home/apt,900.0,1,4,0.28,1,0,0,
"★185m2 NEW Apartment, City centre, next to Tivoli★",,Indre By,55.6721,12.57351,Entire home/apt,2212.0,2,17,0.93,11,287,14,
"Central, Close to Metro, Modern, Cozy, & Relaxing",,Vesterbro-Kongens Enghave,55.66703,12.54747,Entire home/apt,1499.0,15,3,0.56,1,28,3,
Room for rent in shared accommodation,,Bispebjerg,55.70316,12.53422,Private room,120.0,1,0,,1,0,0,
Sunny apartment with a balcony in Nørrebro,,Nrrebro,55.70207,12.54475,Entire home/apt,550.0,5,16,0.89,1,0,11,
Spacious and Clean - 1 min. Walk from Nørrebro St.,,Nrrebro,55.69858169969522,12.537216030075069,Entire home/apt,1370.0,2,0,,1,112,0,
Charming apartment in the middle of Nørrebro,,Nrrebro,55.68629,12.54714,Entire home/apt,1500.0,3,6,0.5,1,7,6,
Lovely apartment close to the city,,Nrrebro,55.69741,12.54611,Entire home/apt,943.0,2,7,0.52,1,5,6,
Fantastic apartment in beautiful Frederiksberg,,Frederiksberg,55.67684,12.51181,Entire home/apt,1450.0,6,5,0.35,1,22,2,
Ferie ved strand og by,,Amager st,55.6592,12.63449,Entire home/apt,1400.0,2,3,0.17,1,0,1,
New York style city apartment next to the beach,,Amager st,55.66699,12.62819,Entire home/apt,1033.0,1,10,0.59,1,0,9,
"Penthouse apartment , a view to the Little Mermaid",,Indre By,55.68531,12.61646,Entire home/apt,1350.0,3,8,0.7,1,345,8,
"CHARMERENDE, SOLRIG LEJLIGHED VED HELLERUP STATION",,sterbro,55.73177,12.56625,Entire home/apt,2500.0,2,12,0.66,1,362,2,
Charming  city-apartment in old Frederiksberg,,Frederiksberg,55.68574,12.52787,Entire home/apt,1100.0,1,28,1.68,1,207,15,
"Newly renovated, cosy and charming apartment",,sterbro,55.70712,12.5856,Entire home/apt,900.0,2,17,1.06,1,12,14,
"Near the sea! Modern, two bedroom, two bathrooms.",,Vesterbro-Kongens Enghave,55.65642,12.56105,Entire home/apt,1516.0,4,15,0.91,1,95,12,
New apartment in central Copenhagen with balcony,,Vesterbro-Kongens Enghave,55.6589,12.55949,Entire home/apt,590.0,2,8,0.44,1,0,0,
Welcoming apartment with a sunny balcony,,Amager st,55.66561,12.6154,Entire home/apt,650.0,5,3,0.21,1,235,2,
Hyggelig københavner lejlighed omgivet af vand,,Vesterbro-Kongens Enghave,55.6475,12.54846,Entire home/apt,2000.0,4,2,0.15,1,0,0,
Bedste beliggenhed på Vesterbro,,Vesterbro-Kongens Enghave,55.66844,12.549,Entire home/apt,437.0,4,10,0.68,1,0,5,
Large and charming apart in central CPH.,,Amager Vest,55.66494,12.59841,Entire home/apt,1129.0,2,3,1.61,1,0,3,
High-cealing  Apartment in the famous Potato Rows,,Indre By,55.69084,12.57445,Entire home/apt,900.0,7,0,,2,0,0,
Cosy and bright apartment in Copenhagen,,sterbro,55.70665,12.58151,Entire home/apt,1200.0,1,2,0.44,1,53,2,
Stor lys bolig i roligt kvarter med unik udsigt,,Indre By,55.6921,12.57143,Entire home/apt,1487.0,5,10,0.64,1,51,8,
Cosy Copenhagen apartment. Close to the centre.,,Bispebjerg,55.70771,12.53017,Entire home/apt,900.0,3,7,0.42,1,57,4,
"City center, luksus og charme for 2 personer.",,Indre By,55.6878,12.57241,Entire home/apt,1450.0,2,38,2.56,1,197,29,
Herskabslejlighed,,Frederiksberg,55.67376,12.54123,Entire home/apt,2254.0,5,0,,1,83,0,
Unik Christianshavner lejlighed ved kanalen,,Indre By,55.67216,12.59322,Entire home/apt,1198.0,3,0,,1,0,0,
Beautiful and modern home with ocean view &balcony,,Amager Vest,55.66804,12.57896,Entire home/apt,1357.0,3,12,0.7,1,269,10,
150 m2 on the 4&5th floor in the heart of CPH,,Vesterbro-Kongens Enghave,55.671871,12.554055,Entire home/apt,2603.0,7,8,0.58,1,178,7,
Scandinavian style apartment near city centre,,sterbro,55.70625,12.58097,Entire home/apt,500.0,2,12,0.67,1,0,0,
Central Copenhagen-bright and quiet with balcony.,,Vesterbro-Kongens Enghave,55.66471,12.54057,Entire home/apt,925.0,4,5,1.15,1,0,5,
Stille beliggenhed i hjertet af København!,,Indre By,55.6786,12.57569,Entire home/apt,1200.0,4,0,,1,0,0,
Modern flat in the heart of Nørrebro,,Nrrebro,55.7033,12.5454,Entire home/apt,500.0,3,0,,1,0,0,
Cozy apartment by the central station,,Vesterbro-Kongens Enghave,55.66861,12.55842,Entire home/apt,1000.0,2,9,1.91,1,46,9,
Cozy partment close to The Lakes,,Nrrebro,55.68264,12.5577,Entire home/apt,1700.0,2,7,1.53,1,356,7,
Flot to-værelses 5 minutter fra Metro 3 (cityring),,Bispebjerg,55.69884,12.53556,Entire home/apt,450.0,1,0,,1,0,0,
Skønt 142kvm hus på Frederiksberg med egen have,,Frederiksberg,55.67226,12.50659,Entire home/apt,2000.0,5,6,0.42,1,101,5,
Family friendly townhouse in unique part of CPH,,Amager Vest,55.62332,12.57238,Entire home/apt,1250.0,3,0,,1,0,0,
Central & New Nordic CPH Apartment,,Vesterbro-Kongens Enghave,55.66358,12.53795,Entire home/apt,1398.0,2,36,2.14,1,84,24,
2V centralt i Valby,,Valby,55.66711,12.50872,Entire home/apt,600.0,2,0,,1,0,0,
Flat in one of Copenhagen’s most popular places,,sterbro,55.71023,12.59786,Entire home/apt,600.0,3,7,0.44,1,0,0,
Charming apartment in oldest street of Copenhagen,,Indre By,55.67595,12.57565,Entire home/apt,750.0,3,7,0.41,1,0,5,
"Hyggeligste lejlighed i hjertet af Vesterbro, KBH.",,Vesterbro-Kongens Enghave,55.66994,12.55122,Entire home/apt,1030.0,7,20,1.17,1,334,12,
Big room near the Metro station.,,Vanlse,55.68906,12.49686,Private room,223.0,5,30,2.2,1,0,23,
Penthouse close to Christianshavn,,Amager Vest,55.66611,12.5956,Entire home/apt,1800.0,3,18,1.68,1,49,18,
"Large, charming apartment in Christianshaven",,Indre By,55.67366,12.59072,Entire home/apt,999.0,3,8,0.55,1,52,3,
Cosy apartment  in the heart of Copenhagen,,Vesterbro-Kongens Enghave,55.66812,12.55529,Entire home/apt,700.0,3,34,2.04,1,0,20,
***** star luxery apartment with designer interior,,Indre By,55.67833,12.58093,Entire home/apt,2000.0,30,0,,1,89,0,
"Lovely designer-boulder apartment, Islands Brygge",,Amager Vest,55.66332,12.57979,Entire home/apt,600.0,4,7,0.5,1,0,3,
"Central, easy and comfortable home for 4 guests",,Vesterbro-Kongens Enghave,55.671131,12.562126,Entire home/apt,1250.0,2,6,0.43,1,0,5,
Stylish & Modern 3 bedroom with balcony in Valby,,Valby,55.65608,12.50771,Entire home/apt,1562.0,7,4,0.3,3,0,3,
Central apartment near The Lakes,,Nrrebro,55.68998,12.55976,Entire home/apt,967.0,2,6,0.5,1,0,6,
Stor lys  lejlighed på Christianshavn,,Indre By,55.67459,12.59931,Entire home/apt,1000.0,14,1,0.07,1,0,0,
Elegant flat with balcony in authentic Vesterbro,,Vesterbro-Kongens Enghave,55.67069,12.55081,Entire home/apt,760.0,3,2,0.13,1,0,1,
Bo i hjertet af Østerbro tæt på vandet,,sterbro,55.70402,12.59008,Entire home/apt,1200.0,2,5,0.35,1,359,3,
Smuk nyrenoveret københavnerlejlighed i indre by,,Indre By,55.68703,12.5918,Entire home/apt,1600.0,3,9,0.64,1,0,7,
I hjertet <3 af Vesterbro,,Vesterbro-Kongens Enghave,55.67048,12.56129,Entire home/apt,1200.0,2,2,1.36,1,350,2,
"80 sqm, terrace, movie room, close to airport",,Amager Vest,55.6237,12.56892,Entire home/apt,925.0,3,14,0.84,1,45,13,
